#,Gender,Age,Income,Camelback,Herschel,Northface,Air Jordan,Nike,Sketchers,Apple ear pods,Bose ear buds,Beats ear buds,Flip phone,iPhone,Samsung,Analog watch,Smart watch,Digital watch,Nalgene,Nike bottle,Swell bottle,Keychain flashlight,headlamp,maglight,Speaker - beats,Speaker - cheap,Speaker - qsc,Bowl - pattern,Bowl - rustic,Bowl - simple,Toothbrush - design,Toothbrush - normal,Toothbrush - Sonicare,Couch - normal,Couch - modern,Couch - leather,Pen - ballpoint,Pen - ink,Pen - mont blanc,Calculator - simple,Calculator - advanced,Calculator - app,Sunglasses - aviators,Sunglasses - Oakley,Sunglasses - generic,Laptop - lenovo,Laptop - surface,laptop - mac,Hiking/ camping/ outdoors,Museums/ photography/ art,Sports/ running/ workout,Listening to/ playing music,Travel/ roadtrips/ exploration,Movies/ Netflix/ TV,Design/ Making/ Crafting,Coding,Finding deals/ couponing,Car enthusiast,Foodie/ fine dining,Hip hop/ street wear,Fashion blogs / OOTD,Korean dramas/ Asian style,Thrifting/ Flea markets,Please enter your Mechanical Turk worker ID here.,Start Date (UTC),Submit Date (UTC),Network ID
2d6351c38a3b14cf42743f9d87872f97,Male,18 - 24,"Below $35,000",,,Northface,,,Sketchers,Apple ear pods,,,,,Samsung,,Smart watch,Digital watch,,,Swell bottle,,,,,,Speaker - qsc,,,,,,,,Couch - modern,,,Pen - ink,,,,,Sunglasses - aviators,,,,Laptop - surface,,Hiking/ camping/ outdoors,,,Listening to/ playing music,,Movies/ Netflix/ TV,,Coding,,,,,,,,A1KEA2Z47S3UPI,7/20/17 21:14,7/20/17 21:17,2405:204:3
88d395f8b248fac718ba236f48999ba6,Male,25 - 34,"Below $35,000",Camelback,Herschel,Northface,,Nike,Sketchers,Apple ear pods,Bose ear buds,Beats ear buds,Flip phone,iPhone,Samsung,Analog watch,Smart watch,Digital watch,Nalgene,Nike bottle,,Keychain flashlight,,maglight,Speaker - beats,Speaker - cheap,Speaker - qsc,Bowl - pattern,Bowl - rustic,Bowl - simple,Toothbrush - design,Toothbrush - normal,Toothbrush - Sonicare,Couch - normal,Couch - modern,Couch - leather,Pen - ballpoint,,Pen - mont blanc,Calculator - simple,Calculator - advanced,Calculator - app,Sunglasses - aviators,Sunglasses - Oakley,Sunglasses - generic,Laptop - lenovo,Laptop - surface,laptop - mac,Hiking/ camping/ outdoors,,Sports/ running/ workout,Listening to/ playing music,,Movies/ Netflix/ TV,Design/ Making/ Crafting,Coding,Finding deals/ couponing,Car enthusiast,,,,,,A2TVJTQ4VXATE6,7/20/17 21:19,7/20/17 21:20,731ec73f3d
31a8b593be2db423f4ffd37f0ecdf1c7,Male,18 - 24,"Below $35,000",,,,,Nike,,Apple ear pods,,Beats ear buds,,iPhone,Samsung,,Smart watch,,,,,Keychain flashlight,,,,,,,,,Toothbrush - design,,,,,,Pen - ballpoint,,,,,,,,,Laptop - lenovo,Laptop - surface,laptop - mac,,,,Listening to/ playing music,,Movies/ Netflix/ TV,,,Finding deals/ couponing,,Foodie/ fine dining,,,,Thrifting/ Flea markets,A3EHI7J2E5DSJK,7/20/17 21:16,7/20/17 21:20,2605:6000:
13967de1a121c6aa2f750b399556de88,Female,46+,"$35,000 - $49,999",,,,,Nike,Sketchers,Apple ear pods,Bose ear buds,Beats ear buds,Flip phone,,Samsung,,Smart watch,Digital watch,,,Swell bottle,Keychain flashlight,,maglight,,,,Bowl - pattern,Bowl - rustic,,,Toothbrush - normal,,Couch - normal,,,Pen - ballpoint,Pen - ink,,,,,Sunglasses - aviators,,,,Laptop - surface,laptop - mac,Hiking/ camping/ outdoors,,,,Travel/ roadtrips/ exploration,,Design/ Making/ Crafting,,,Car enthusiast,Foodie/ fine dining,Hip hop/ street wear,Fashion blogs / OOTD,,,A1K4KR1GQYCIWA,7/20/17 21:04,7/20/17 21:22,2602:301:7
a248441fc00af9bca3207972de181b9d,Female,46+,"$75,000 - $100,000",,Herschel,,,Nike,,,Bose ear buds,,,,Samsung,,,,Nalgene,,,Keychain flashlight,,maglight,,,,,,,,,Toothbrush - Sonicare,,,,,,,,,,,,,,Laptop - surface,,Hiking/ camping/ outdoors,Museums/ photography/ art,,Listening to/ playing music,Travel/ roadtrips/ exploration,Movies/ Netflix/ TV,,,,,,,,,,A1IQV3QUWRA8G1,7/20/17 21:21,7/20/17 21:22,d9e5889819
92ead4512fe615e9473324734ba7da11,Female,18 - 24,"$35,000 - $49,999",Camelback,,Northface,,Nike,Sketchers,Apple ear pods,Bose ear buds,Beats ear buds,Flip phone,,Samsung,,,Digital watch,Nalgene,,Swell bottle,,,,Speaker - beats,,,Bowl - pattern,Bowl - rustic,Bowl - simple,Toothbrush - design,Toothbrush - normal,,,Couch - modern,Couch - leather,Pen - ballpoint,Pen - ink,,Calculator - simple,Calculator - advanced,,,Sunglasses - Oakley,Sunglasses - generic,Laptop - lenovo,Laptop - surface,,,Museums/ photography/ art,Sports/ running/ workout,,,Movies/ Netflix/ TV,Design/ Making/ Crafting,,,Car enthusiast,Foodie/ fine dining,Hip hop/ street wear,Fashion blogs / OOTD,Korean dramas/ Asian style,Thrifting/ Flea markets,A2Z7SWO6HS5OOI,7/20/17 21:14,7/20/17 21:23,c0c3b6aeb2
f14ad9505f7e2f20def1467e38c98357,Male,18 - 24,"Below $35,000",,,,,Nike,,,,,,,,,,,,,,,,,,,,,,,,Toothbrush - normal,,,,,,,,,,,,,,,,,,,,,,,,,Finding deals/ couponing,,,,,,,A2NAKIXS3DVGAA,7/20/17 21:12,7/20/17 21:23,223118f71d
13db9f4b8e041d845658ec6cea07b228,Female,25 - 34,"$35,000 - $49,999",,,,,Nike,,,,Beats ear buds,,iPhone,Samsung,,,,,,Swell bottle,,,,,,,,,,,,,Couch - normal,,,,,,,,,,,Sunglasses - generic,Laptop - lenovo,Laptop - surface,laptop - mac,,,,,,Movies/ Netflix/ TV,,,Finding deals/ couponing,,Foodie/ fine dining,,,,,A2YO837C0O1E91,7/20/17 21:25,7/20/17 21:27,2602:306:3
eb323c6bba056ea96fe7de9df0036bbf,Male,25 - 34,"$35,000 - $49,999",,Herschel,Northface,,,,Apple ear pods,Bose ear buds,Beats ear buds,Flip phone,,Samsung,Analog watch,Smart watch,Digital watch,Nalgene,,Swell bottle,Keychain flashlight,headlamp,maglight,,,Speaker - qsc,Bowl - pattern,Bowl - rustic,,Toothbrush - design,Toothbrush - normal,Toothbrush - Sonicare,Couch - normal,Couch - modern,Couch - leather,,,Pen - mont blanc,,Calculator - advanced,Calculator - app,,Sunglasses - Oakley,,Laptop - lenovo,Laptop - surface,laptop - mac,,,,Listening to/ playing music,Travel/ roadtrips/ exploration,Movies/ Netflix/ TV,Design/ Making/ Crafting,Coding,,,,,,,,A12J4IRF5Z06BT,7/20/17 21:12,7/20/17 21:28,ae0c804b0b
95d5dc070d669a327c62c7954b1fff22,Male,25 - 34,"Below $35,000",Camelback,Herschel,Northface,,,Sketchers,,Bose ear buds,Beats ear buds,Flip phone,iPhone,Samsung,Analog watch,Smart watch,Digital watch,Nalgene,,,Keychain flashlight,headlamp,maglight,Speaker - beats,,,,,,Toothbrush - design,Toothbrush - normal,Toothbrush - Sonicare,Couch - normal,Couch - modern,Couch - leather,,,Pen - mont blanc,Calculator - simple,,Calculator - app,Sunglasses - aviators,,Sunglasses - generic,Laptop - lenovo,Laptop - surface,laptop - mac,,Museums/ photography/ art,Sports/ running/ workout,Listening to/ playing music,Travel/ roadtrips/ exploration,,,Coding,Finding deals/ couponing,Car enthusiast,,Hip hop/ street wear,,,,ASXZQW6YTIPAV,7/20/17 21:19,7/20/17 21:30,2600:8800:
13808c1358bc9749382d207bc0f00039,Female,46+,"$35,000 - $49,999",,,,Air Jordan,,,,,Beats ear buds,Flip phone,iPhone,Samsung,,,,,,Swell bottle,,,maglight,Speaker - beats,Speaker - cheap,Speaker - qsc,Bowl - pattern,Bowl - rustic,Bowl - simple,,Toothbrush - normal,Toothbrush - Sonicare,Couch - normal,Couch - modern,,,,,,,,Sunglasses - aviators,,Sunglasses - generic,Laptop - lenovo,Laptop - surface,laptop - mac,Hiking/ camping/ outdoors,Museums/ photography/ art,,Listening to/ playing music,Travel/ roadtrips/ exploration,Movies/ Netflix/ TV,Design/ Making/ Crafting,,,,Foodie/ fine dining,,,Korean dramas/ Asian style,Thrifting/ Flea markets,AAASQIW3J32OL,7/20/17 21:30,7/20/17 21:33,eb0a26d2ea
25926175009f1f70ade64e03854e9b83,Female,18 - 24,"Below $35,000",,,,,,Sketchers,Apple ear pods,,,,,Samsung,,Smart watch,,Nalgene,Nike bottle,,,,,,,Speaker - qsc,,Bowl - rustic,,,,Toothbrush - Sonicare,Couch - normal,,Couch - leather,,,Pen - mont blanc,,,,,,,Laptop - lenovo,Laptop - surface,,,,,,,Movies/ Netflix/ TV,,,Finding deals/ couponing,,,,Fashion blogs / OOTD,Korean dramas/ Asian style,,A3RRDLX4HYGGPR,7/20/17 21:32,7/20/17 21:35,0f25dc5fab
6dfe18a17f8b8225d0d4d4070fa847a2,Female,35 - 45,"$50,000 - $74,999",,,,,Nike,Sketchers,Apple ear pods,Bose ear buds,Beats ear buds,Flip phone,iPhone,Samsung,,Smart watch,,Nalgene,Nike bottle,Swell bottle,Keychain flashlight,,maglight,Speaker - beats,Speaker - cheap,Speaker - qsc,Bowl - pattern,Bowl - rustic,Bowl - simple,,Toothbrush - normal,Toothbrush - Sonicare,,Couch - modern,Couch - leather,Pen - ballpoint,Pen - ink,Pen - mont blanc,Calculator - simple,Calculator - advanced,Calculator - app,,,Sunglasses - generic,Laptop - lenovo,Laptop - surface,laptop - mac,,Museums/ photography/ art,,Listening to/ playing music,Travel/ roadtrips/ exploration,Movies/ Netflix/ TV,Design/ Making/ Crafting,,Finding deals/ couponing,,Foodie/ fine dining,,Fashion blogs / OOTD,,Thrifting/ Flea markets,A3NMQ3019X6YE0,7/20/17 21:34,7/20/17 21:36,599392213e
b748db0881245ac5541c2ac0f0a41fbb,Male,25 - 34,"$50,000 - $74,999",Camelback,,Northface,,Nike,,,,Beats ear buds,,,Samsung,,Smart watch,,,,Swell bottle,,,,Speaker - beats,Speaker - cheap,,,,,Toothbrush - design,Toothbrush - normal,Toothbrush - Sonicare,,,,,Pen - ink,,,,,,Sunglasses - Oakley,Sunglasses - generic,Laptop - lenovo,Laptop - surface,laptop - mac,Hiking/ camping/ outdoors,,Sports/ running/ workout,Listening to/ playing music,Travel/ roadtrips/ exploration,Movies/ Netflix/ TV,,,,,,,,,,A3QUGJF2AN8TF2,7/20/17 21:44,7/20/17 21:46,563ea5a0dd
f95d48b0b39600745468cc49359017a1,Male,25 - 34,"$50,000 - $74,999",,,,,,Sketchers,,,Beats ear buds,,iPhone,Samsung,,Smart watch,Digital watch,,,,,,,,Speaker - cheap,Speaker - qsc,,,,,,,,,,,,,Calculator - simple,,Calculator - app,,,,,,,,,,Listening to/ playing music,Travel/ roadtrips/ exploration,,,Coding,,Car enthusiast,,,,,,A9HYJOV679NNF,7/20/17 21:48,7/20/17 21:50,d1e0663d47
591d7fdcbfdedafb802a4d2accc0c892,Female,35 - 45,"Below $35,000",,,,,,Sketchers,Apple ear pods,Bose ear buds,Beats ear buds,,iPhone,Samsung,Analog watch,,,Nalgene,,Swell bottle,Keychain flashlight,,maglight,,,,,Bowl - rustic,,,Toothbrush - normal,Toothbrush - Sonicare,Couch - normal,,,Pen - ballpoint,,,Calculator - simple,,,Sunglasses - aviators,,Sunglasses - generic,Laptop - lenovo,Laptop - surface,laptop - mac,,Museums/ photography/ art,Sports/ running/ workout,Listening to/ playing music,,Movies/ Netflix/ TV,Design/ Making/ Crafting,,Finding deals/ couponing,,,,,,Thrifting/ Flea markets,A2EONYFBKDM4MH,7/20/17 22:09,7/20/17 22:11,9c178b89fc
