#,Gender,Age,Income,Apple ear pods,Bose ear buds,Beats ear buds,Flip phone,iPhone,Samsung,Analog watch,Smart watch,Digital watch,Nalgene,Nike bottle,Swell bottle,Keychain flashlight,headlamp,maglight,BMW,Tesla,Honda,Bike - cheapest,bike - road,bike - pricey,Bowl - pattern,Bowl - rustic,Bowl - simple,Toothbrush - design,Toothbrush - normal,Toothbrush - Sonicare,Pen - ballpoint,Pen - ink,Pen - mont blanc,Sunglasses - aviators,Sunglasses - Oakley,Sunglasses - generic,Laptop - lenovo,Laptop - surface,laptop - mac,Camera - canon,Camera - film,camera - point and shoot,Fan - box,fan - clip fan,Fan - dyson,notebook - baron fig,notebook - composition,notebook - moleskin,Hiking/ camping/ outdoors,Museums/ photography/ art,Sports/ running/ workout,Listening to/ playing music,Travel/ roadtrips/ exploration,Movies/ Netflix/ TV,Design/ Making/ Crafting,Coding,Finding deals/ couponing,Car enthusiast,Foodie/ fine dining,Hip hop/ street wear,Fashion blogs / OOTD,Korean dramas/ Asian style,Thrifting/ Flea markets,Please enter your Mechanical Turk worker ID here.,Start Date (UTC),Submit Date (UTC),Network ID
ef9fefc788556e8e77931ae3e2e2a030,Male,25 - 34,"$35,000 - $49,999",,,Beats ear buds,,,,,,,,,Swell bottle,,,,,,,,bike - road,,,,,,,,,,,,,,,,,Camera - canon,,,Fan - box,,,,,notebook - moleskin,Hiking/ camping/ outdoors,,Sports/ running/ workout,,Travel/ roadtrips/ exploration,,,,,,,,,,,ADT6AD3LK64AH,7/20/17 21:08,7/20/17 21:09,6d7ae44e32
9348545f8526ea39883cd1bed7e1c053,Male,25 - 34,"Below $35,000",,,,,,,,,Digital watch,,,,,,,,,Honda,,,bike - pricey,,,,,,,,,,,Sunglasses - Oakley,,,,,,,camera - point and shoot,Fan - box,,,,,,,,Sports/ running/ workout,Listening to/ playing music,,,,,Finding deals/ couponing,,,,,,,A110TF61JJR34O,7/20/17 21:08,7/20/17 21:10,be211975db
71a1cfdb7e1973978995ff4b940d8d07,Male,18 - 24,"Below $35,000",,,,,,,,,,,,,,,,,,,Bike - cheapest,,,,,,,,,Pen - ballpoint,,,,,,,,,,,,,,,,,,Hiking/ camping/ outdoors,,Sports/ running/ workout,,Travel/ roadtrips/ exploration,,,Coding,,Car enthusiast,,Hip hop/ street wear,Fashion blogs / OOTD,,Thrifting/ Flea markets,A1S4B0LWVSSC74,7/20/17 21:32,7/20/17 21:34,2405:204:7
9299598c7a9fc2047b2e0f754f04f4d1,Female,25 - 34,"Below $35,000",Apple ear pods,Bose ear buds,Beats ear buds,Flip phone,iPhone,Samsung,Analog watch,Smart watch,Digital watch,Nalgene,Nike bottle,Swell bottle,Keychain flashlight,headlamp,maglight,BMW,Tesla,Honda,Bike - cheapest,bike - road,bike - pricey,Bowl - pattern,Bowl - rustic,Bowl - simple,Toothbrush - design,Toothbrush - normal,,Pen - ballpoint,Pen - ink,Pen - mont blanc,,,Sunglasses - generic,Laptop - lenovo,Laptop - surface,laptop - mac,Camera - canon,Camera - film,,Fan - box,fan - clip fan,Fan - dyson,notebook - baron fig,notebook - composition,notebook - moleskin,Hiking/ camping/ outdoors,Museums/ photography/ art,,Listening to/ playing music,Travel/ roadtrips/ exploration,Movies/ Netflix/ TV,Design/ Making/ Crafting,Coding,Finding deals/ couponing,,Foodie/ fine dining,,,Korean dramas/ Asian style,Thrifting/ Flea markets,A1WL3NZ50YEOWP,7/20/17 21:38,7/20/17 21:40,0a11a43fa4
d48c58faf1b06cba32f5e8198ad01237,Male,25 - 34,"Below $35,000",,,,,,,,,,,,,,,,,Tesla,Honda,,,,,,,,,,,,,Sunglasses - aviators,,Sunglasses - generic,,,,,,,,,,,,,,,Sports/ running/ workout,,,,,,,Car enthusiast,,,,,,A3RS7UCO7CQ74R,7/20/17 21:38,7/20/17 21:40,2602:30a:c
4f11e0f02cc8c52582de582e7d6d9856,Male,18 - 24,"Below $35,000",,,,,iPhone,,,,Digital watch,,,,,headlamp,maglight,,Tesla,,Bike - cheapest,,,,,,,,,,,,Sunglasses - aviators,Sunglasses - Oakley,,Laptop - lenovo,,,,Camera - film,,,fan - clip fan,,,notebook - composition,,Hiking/ camping/ outdoors,Museums/ photography/ art,,Listening to/ playing music,,,Design/ Making/ Crafting,Coding,Finding deals/ couponing,,Foodie/ fine dining,Hip hop/ street wear,Fashion blogs / OOTD,Korean dramas/ Asian style,Thrifting/ Flea markets,A3I8SB05PWN7HO,7/20/17 21:39,7/20/17 21:40,2405:204:7
80df9c51558f456653d5910d129d5a86,Male,25 - 34,"Below $35,000",Apple ear pods,,,,,Samsung,,,,,,,,,,,,,Bike - cheapest,bike - road,,Bowl - pattern,,,,Toothbrush - normal,,,Pen - ink,,Sunglasses - aviators,,,,,laptop - mac,,,,,fan - clip fan,,,,,Hiking/ camping/ outdoors,Museums/ photography/ art,Sports/ running/ workout,Listening to/ playing music,Travel/ roadtrips/ exploration,Movies/ Netflix/ TV,Design/ Making/ Crafting,Coding,Finding deals/ couponing,Car enthusiast,Foodie/ fine dining,Hip hop/ street wear,Fashion blogs / OOTD,Korean dramas/ Asian style,Thrifting/ Flea markets,A1DIXDR0Y7KXMT,7/20/17 21:39,7/20/17 21:41,2405:204:7
7527c7bb0ab893dd25ce64b80266b64c,Male,25 - 34,"$50,000 - $74,999",,,,,iPhone,Samsung,,Smart watch,Digital watch,,,,,,,,,Honda,,,bike - pricey,,,,,,,,,Pen - mont blanc,,Sunglasses - Oakley,,Laptop - lenovo,,laptop - mac,,,,,,,,,,,,,Listening to/ playing music,,,,,,,,,,Korean dramas/ Asian style,Thrifting/ Flea markets,ABSQA6SQDB3E5,7/20/17 21:16,7/20/17 21:41,5d60cc306c
d5cc922204d3c48eacf6f574ca91a230,Male,25 - 34,"Below $35,000",Apple ear pods,Bose ear buds,Beats ear buds,Flip phone,iPhone,Samsung,Analog watch,Smart watch,,,,,Keychain flashlight,,maglight,,,,Bike - cheapest,bike - road,bike - pricey,,Bowl - rustic,,Toothbrush - design,Toothbrush - normal,,Pen - ballpoint,Pen - ink,,Sunglasses - aviators,Sunglasses - Oakley,Sunglasses - generic,Laptop - lenovo,Laptop - surface,laptop - mac,,,,Fan - box,fan - clip fan,,,,,Hiking/ camping/ outdoors,Museums/ photography/ art,Sports/ running/ workout,,Travel/ roadtrips/ exploration,,,,,,,,,Korean dramas/ Asian style,,A22YFFVDS5KCX4,7/20/17 21:44,7/20/17 21:47,007b3648d6
06702b0e8fd5298a212464ff8c8d1b16,Female,25 - 34,"Below $35,000",Apple ear pods,Bose ear buds,Beats ear buds,,,Samsung,,,,,Nike bottle,,Keychain flashlight,,,,,,,,,Bowl - pattern,Bowl - rustic,Bowl - simple,Toothbrush - design,Toothbrush - normal,Toothbrush - Sonicare,Pen - ballpoint,Pen - ink,Pen - mont blanc,,,Sunglasses - generic,Laptop - lenovo,Laptop - surface,laptop - mac,Camera - canon,Camera - film,camera - point and shoot,Fan - box,fan - clip fan,,,,,Hiking/ camping/ outdoors,Museums/ photography/ art,,Listening to/ playing music,Travel/ roadtrips/ exploration,Movies/ Netflix/ TV,,,,,Foodie/ fine dining,,,,Thrifting/ Flea markets,A1OBB3PWYWK9KK,7/20/17 21:44,7/20/17 21:47,2601:1c2:1
d8ebe455d92e3f3891c0d55e8a28f96f,Male,25 - 34,"Below $35,000",,,,,,Samsung,,Smart watch,Digital watch,,,Swell bottle,,,,,,,Bike - cheapest,,bike - pricey,,,,,Toothbrush - normal,,,,,,,Sunglasses - generic,,Laptop - surface,,,,,,fan - clip fan,,,,,Hiking/ camping/ outdoors,Museums/ photography/ art,Sports/ running/ workout,Listening to/ playing music,Travel/ roadtrips/ exploration,Movies/ Netflix/ TV,Design/ Making/ Crafting,Coding,Finding deals/ couponing,Car enthusiast,Foodie/ fine dining,Hip hop/ street wear,Fashion blogs / OOTD,Korean dramas/ Asian style,Thrifting/ Flea markets,AH26UYVQX812O,7/20/17 21:44,7/20/17 21:47,007b3648d6
5e441fb87d67764a55af35a4973dd266,Male,25 - 34,"$50,000 - $74,999",,,,,,,,,,,Nike bottle,,,headlamp,maglight,,,,Bike - cheapest,,,Bowl - pattern,Bowl - rustic,,Toothbrush - design,Toothbrush - normal,,Pen - ballpoint,,Pen - mont blanc,,,,Laptop - lenovo,,,,,camera - point and shoot,,fan - clip fan,,,,notebook - moleskin,Hiking/ camping/ outdoors,Museums/ photography/ art,,Listening to/ playing music,,,,,,,Foodie/ fine dining,,,Korean dramas/ Asian style,,A5LOSVD012V0Z,7/20/17 21:42,7/20/17 21:47,007b3648d6
835d4b27948267f4590f0e0b48c80f2b,Female,35 - 45,"$35,000 - $49,999",,Bose ear buds,Beats ear buds,,iPhone,,,Smart watch,,,,Swell bottle,,,,,,Honda,,,,Bowl - pattern,,,,Toothbrush - normal,,,,Pen - mont blanc,,,,Laptop - lenovo,,laptop - mac,,,,,,Fan - dyson,,notebook - composition,,Hiking/ camping/ outdoors,,,,,,,Coding,Finding deals/ couponing,,,,,,,A31BFQ3V5CLBGH,7/20/17 21:46,7/20/17 21:48,9566745c6f
a17b5cb1bc4ee2d72e844dc53023ae68,Male,25 - 34,"$50,000 - $74,999",,Bose ear buds,,,iPhone,,,,Digital watch,Nalgene,,Swell bottle,,,,,,,Bike - cheapest,,,Bowl - pattern,Bowl - rustic,Bowl - simple,,,,Pen - ballpoint,Pen - ink,,Sunglasses - aviators,Sunglasses - Oakley,Sunglasses - generic,Laptop - lenovo,Laptop - surface,laptop - mac,Camera - canon,Camera - film,camera - point and shoot,Fan - box,fan - clip fan,,,notebook - composition,,,Museums/ photography/ art,Sports/ running/ workout,,,Movies/ Netflix/ TV,Design/ Making/ Crafting,,Finding deals/ couponing,Car enthusiast,Foodie/ fine dining,,,,,AQVXVMX61864S,7/20/17 21:47,7/20/17 21:48,05f3ab41a6
b3b5be8eabd267a905ebfb9d4047f86e,Female,25 - 34,"$75,000 - $100,000",Apple ear pods,Bose ear buds,Beats ear buds,Flip phone,iPhone,Samsung,Analog watch,Smart watch,Digital watch,,Nike bottle,Swell bottle,,,maglight,BMW,,,,bike - road,,Bowl - pattern,,,Toothbrush - design,,Toothbrush - Sonicare,,,Pen - mont blanc,Sunglasses - aviators,,Sunglasses - generic,Laptop - lenovo,,,Camera - canon,Camera - film,camera - point and shoot,,,Fan - dyson,,,,,,,Listening to/ playing music,,Movies/ Netflix/ TV,,Coding,Finding deals/ couponing,,,,,,Thrifting/ Flea markets,ACSS93E03ZUGX,7/20/17 21:47,7/20/17 21:49,51a40a4a99
da5df12f43f5d8d4a5829ba48c30b375,Female,25 - 34,"Below $35,000",,,,,,Samsung,,,,,,,,,,,,,,,,,,,,,,Pen - ballpoint,,,,,,,,,,,,,,,,,,,,,Listening to/ playing music,,,,,,,,,,,,A8SNALQ3K98RB,7/20/17 21:48,7/20/17 21:49,e612a47651
c7b7d32bc84d78e80f90f13e8d6ef84b,Male,25 - 34,"$35,000 - $49,999",,Bose ear buds,,,,Samsung,,,Digital watch,Nalgene,,,,,,BMW,,,,,,,,,,,Toothbrush - Sonicare,,Pen - ink,,,,,,,,,,,Fan - box,,,,,,,,,,,Movies/ Netflix/ TV,,,Finding deals/ couponing,,Foodie/ fine dining,,,,,A26TY8FHMJ183C,7/20/17 21:48,7/20/17 21:50,1f61c6d580
f96dc59abbe57871fc95c6d57f1783a4,Male,25 - 34,"$50,000 - $74,999",,,,,iPhone,Samsung,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunglasses - generic,,,,,,,,,,,,,,Museums/ photography/ art,,,,,,,,,,,,,,A2AAG78CGKX2U5,7/20/17 21:50,7/20/17 21:51,9dff599a79
0222eaf2b9ba9e2c5d4a7c05cdd7611e,Male,25 - 34,"$50,000 - $74,999",,,Beats ear buds,,iPhone,Samsung,,Smart watch,,,,,,,,,Tesla,Honda,,,bike - pricey,,,,,,,,,,,,,Laptop - lenovo,,,Camera - canon,Camera - film,,,,Fan - dyson,,,,Hiking/ camping/ outdoors,,,,,,,Coding,,Car enthusiast,,,,,Thrifting/ Flea markets,A9HYJOV679NNF,7/20/17 21:51,7/20/17 21:52,d1e0663d47
f2f74c5cf898e8806fa4bbf9826946f5,Female,46+,"Below $35,000",,,,,,Samsung,,,,Nalgene,,,,,maglight,,,,,,,,,,,Toothbrush - normal,,,,,,,,Laptop - lenovo,Laptop - surface,,,,,,fan - clip fan,Fan - dyson,,,,Hiking/ camping/ outdoors,Museums/ photography/ art,,,,,Design/ Making/ Crafting,Coding,,,Foodie/ fine dining,,,,Thrifting/ Flea markets,A15VRRHQCLJHC8,7/20/17 21:57,7/20/17 21:59,5bf2565134
ff0f28b473789177d2013348681a24bf,Female,25 - 34,"$35,000 - $49,999",Apple ear pods,,,,,Samsung,,,,Nalgene,,,,,,,,,,,,,,,,,,,,,,,,Laptop - lenovo,,,,,,,fan - clip fan,,,,,,,,,,,,Coding,Finding deals/ couponing,,,,,,,A2SY2N44N1RWVA,7/20/17 21:59,7/20/17 22:00,5f349ded8b
1c10299b9d740c110a57789c3f333ca2,Male,46+,"Below $35,000",,,,,,Samsung,,,,,,,,,,,Tesla,Honda,,,,,,,,,,,,,Sunglasses - aviators,,,Laptop - lenovo,,,,,,,fan - clip fan,Fan - dyson,,,,Hiking/ camping/ outdoors,Museums/ photography/ art,Sports/ running/ workout,,Travel/ roadtrips/ exploration,,Design/ Making/ Crafting,Coding,,,Foodie/ fine dining,,,,Thrifting/ Flea markets,A15VRRHQCLJHC8,7/20/17 22:00,7/20/17 22:01,5bf2565134
30cdd4569ceebdc2a0a6c87419102976,Male,25 - 34,"$35,000 - $49,999",Apple ear pods,Bose ear buds,Beats ear buds,Flip phone,,Samsung,Analog watch,Smart watch,Digital watch,,,,Keychain flashlight,headlamp,maglight,BMW,Tesla,Honda,Bike - cheapest,,bike - pricey,Bowl - pattern,Bowl - rustic,Bowl - simple,Toothbrush - design,,,Pen - ballpoint,,Pen - mont blanc,,Sunglasses - Oakley,,Laptop - lenovo,Laptop - surface,laptop - mac,Camera - canon,Camera - film,camera - point and shoot,,fan - clip fan,,,notebook - composition,notebook - moleskin,,,,Listening to/ playing music,,Movies/ Netflix/ TV,Design/ Making/ Crafting,Coding,,,,,,,,A12J4IRF5Z06BT,7/20/17 21:57,7/20/17 22:01,ae0c804b0b
f811bfa051179ad70839a0dd7e92c5d7,Female,25 - 34,"$50,000 - $74,999",,,,,,,,,,,,Swell bottle,,,,,,,,,,,,,,Toothbrush - normal,,,,,,,,,,,,,,,,,,,,,,,,Travel/ roadtrips/ exploration,,,,,,,,,,,A1ZSFIIIU3WH9G,7/20/17 21:58,7/20/17 22:03,134dcaf17b
b02c01cecfdfcd35ff6753da1382423c,Female,25 - 34,"$35,000 - $49,999",Apple ear pods,Bose ear buds,Beats ear buds,,iPhone,Samsung,,Smart watch,,,Nike bottle,Swell bottle,Keychain flashlight,,maglight,BMW,Tesla,Honda,Bike - cheapest,bike - road,,,Bowl - rustic,,,Toothbrush - normal,Toothbrush - Sonicare,Pen - ballpoint,Pen - ink,Pen - mont blanc,,,Sunglasses - generic,Laptop - lenovo,Laptop - surface,laptop - mac,,,camera - point and shoot,,fan - clip fan,Fan - dyson,,notebook - composition,notebook - moleskin,,Museums/ photography/ art,,Listening to/ playing music,,Movies/ Netflix/ TV,Design/ Making/ Crafting,Coding,Finding deals/ couponing,,Foodie/ fine dining,,Fashion blogs / OOTD,,,A3JTDNRJYVCGQD,7/20/17 22:01,7/20/17 22:03,2601:245:4
40831d2e643856273b8a7ef2e7a759c4,Female,25 - 34,"Below $35,000",,,,Flip phone,,Samsung,Analog watch,Smart watch,Digital watch,Nalgene,Nike bottle,,Keychain flashlight,headlamp,maglight,BMW,Tesla,Honda,Bike - cheapest,bike - road,bike - pricey,Bowl - pattern,Bowl - rustic,Bowl - simple,Toothbrush - design,Toothbrush - normal,Toothbrush - Sonicare,Pen - ballpoint,Pen - ink,Pen - mont blanc,Sunglasses - aviators,,Sunglasses - generic,Laptop - lenovo,Laptop - surface,laptop - mac,Camera - canon,Camera - film,camera - point and shoot,Fan - box,fan - clip fan,Fan - dyson,notebook - baron fig,notebook - composition,notebook - moleskin,Hiking/ camping/ outdoors,Museums/ photography/ art,,Listening to/ playing music,Travel/ roadtrips/ exploration,Movies/ Netflix/ TV,Design/ Making/ Crafting,,Finding deals/ couponing,Car enthusiast,Foodie/ fine dining,Hip hop/ street wear,,,Thrifting/ Flea markets,AYCGL8UG3ZVVK,7/20/17 22:02,7/20/17 22:04,2601:283:1
0e374a694707361d3777e722befc8e93,Female,18 - 24,"$35,000 - $49,999",Apple ear pods,Bose ear buds,,,,Samsung,,,Digital watch,Nalgene,,,,,,,Tesla,Honda,Bike - cheapest,,bike - pricey,,,Bowl - simple,Toothbrush - design,,,Pen - ballpoint,,Pen - mont blanc,Sunglasses - aviators,,,Laptop - lenovo,,laptop - mac,Camera - canon,,,Fan - box,fan - clip fan,,,notebook - composition,,,Museums/ photography/ art,,,Travel/ roadtrips/ exploration,Movies/ Netflix/ TV,Design/ Making/ Crafting,Coding,,Car enthusiast,,Hip hop/ street wear,Fashion blogs / OOTD,Korean dramas/ Asian style,,A2Z7SWO6HS5OOI,7/20/17 22:03,7/20/17 22:04,c0c3b6aeb2
10a684927841664711a92565214845f5,Male,25 - 34,"$35,000 - $49,999",,,Beats ear buds,Flip phone,iPhone,Samsung,,,,Nalgene,,,Keychain flashlight,,maglight,BMW,,Honda,Bike - cheapest,bike - road,bike - pricey,Bowl - pattern,,,Toothbrush - design,Toothbrush - normal,Toothbrush - Sonicare,,,Pen - mont blanc,,Sunglasses - Oakley,Sunglasses - generic,,Laptop - surface,laptop - mac,Camera - canon,Camera - film,camera - point and shoot,Fan - box,,,,,,Hiking/ camping/ outdoors,Museums/ photography/ art,,Listening to/ playing music,Travel/ roadtrips/ exploration,,Design/ Making/ Crafting,Coding,Finding deals/ couponing,Car enthusiast,,,,Korean dramas/ Asian style,Thrifting/ Flea markets,A3I1W58P6SIV26,7/20/17 22:04,7/20/17 22:05,c0c3b6aeb2
967bfe9b12e26c0cd3e762fce7323043,Female,35 - 45,"$50,000 - $74,999",,,Beats ear buds,,,Samsung,,,,,,,,,,BMW,,,,bike - road,,,,,,,,,,,Sunglasses - aviators,,,,Laptop - surface,,Camera - canon,,camera - point and shoot,,,,,notebook - composition,,,,,,Travel/ roadtrips/ exploration,Movies/ Netflix/ TV,,,Finding deals/ couponing,,,,Fashion blogs / OOTD,,,AGFWV1U4CJXP5,7/20/17 22:10,7/20/17 22:11,2601:1c0:6
3e2928bef06cd9f38945add7228e04d9,Male,46+,"Below $35,000",Apple ear pods,,,,,Samsung,,,,Nalgene,,,Keychain flashlight,,maglight,,Tesla,,,,,,,,,,,Pen - ballpoint,,,,Sunglasses - Oakley,,Laptop - lenovo,Laptop - surface,,,,camera - point and shoot,Fan - box,fan - clip fan,,,notebook - composition,,Hiking/ camping/ outdoors,Museums/ photography/ art,,Listening to/ playing music,,Movies/ Netflix/ TV,,,,,Foodie/ fine dining,,,,,A2OG3NRQHKS0JY,7/20/17 22:10,7/20/17 22:12,aedf0ed7dd
25e2c58173bb40c6b698124e1054ed23,Male,25 - 34,"$35,000 - $49,999",Apple ear pods,,,Flip phone,iPhone,Samsung,Analog watch,,,,,,,,,BMW,,Honda,Bike - cheapest,bike - road,bike - pricey,,Bowl - rustic,,Toothbrush - design,,Toothbrush - Sonicare,,,Pen - mont blanc,Sunglasses - aviators,,Sunglasses - generic,Laptop - lenovo,Laptop - surface,laptop - mac,Camera - canon,,,,,,,,,Hiking/ camping/ outdoors,Museums/ photography/ art,,Listening to/ playing music,Travel/ roadtrips/ exploration,,,,,Car enthusiast,,,,,,A141Z37WZ594OT,7/20/17 22:11,7/20/17 22:13,9197841ccc
6cb113c651812bc151cf4872e1996887,Female,25 - 34,"Below $35,000",,Bose ear buds,Beats ear buds,,,,,,,,,Swell bottle,,,,,Tesla,,,,,,,,,Toothbrush - normal,,,,,Sunglasses - aviators,,Sunglasses - generic,Laptop - lenovo,,,,,,,,,,,,,,,,,,,,Finding deals/ couponing,,Foodie/ fine dining,,,,,AXPOBOA6RMCV0,7/20/17 22:16,7/20/17 22:17,1d9164a4a5
710a390e932d5f4958739763bf25489a,Male,18 - 24,"$50,000 - $74,999",,Bose ear buds,Beats ear buds,,,Samsung,,,,,,,,,,BMW,,,,,,,,,,Toothbrush - normal,,Pen - ballpoint,Pen - ink,Pen - mont blanc,Sunglasses - aviators,,,,Laptop - surface,laptop - mac,,,,,,Fan - dyson,,,,Hiking/ camping/ outdoors,Museums/ photography/ art,Sports/ running/ workout,Listening to/ playing music,,,Design/ Making/ Crafting,Coding,,,,,,,,A1JQI98NY1RMNS,7/20/17 22:16,7/20/17 22:19,b0b99126dc
9b3b900921c7cce880d010cd8ee2d78a,Female,35 - 45,"Below $35,000",,,,,,,,,,,,Swell bottle,,,maglight,BMW,Tesla,Honda,,,,,Bowl - rustic,Bowl - simple,Toothbrush - design,Toothbrush - normal,,Pen - ballpoint,Pen - ink,Pen - mont blanc,Sunglasses - aviators,,Sunglasses - generic,,Laptop - surface,,,,,Fan - box,fan - clip fan,Fan - dyson,,notebook - composition,,,,,,,Movies/ Netflix/ TV,,,,,,,Fashion blogs / OOTD,,,A1HN2W2M73O741,7/20/17 22:21,7/20/17 22:23,2601:40e:8
469b31aced13a8171884888feb4c81fb,Female,46+,"$50,000 - $74,999",,Bose ear buds,,,,,Analog watch,,,,,,,,,BMW,,,,,,,,,,,,Pen - ballpoint,Pen - ink,,,Sunglasses - Oakley,,,,,Camera - canon,,,,,,,,,,,Sports/ running/ workout,Listening to/ playing music,,,,,Finding deals/ couponing,,Foodie/ fine dining,,,Korean dramas/ Asian style,,A2UHF7UL7G0Y78,7/20/17 22:33,7/20/17 22:34,19960f2fc5
bf5cab7db9511ecddaa1d63743b93695,Male,25 - 34,"Below $35,000",,,Beats ear buds,,,Samsung,,,,,,,Keychain flashlight,,maglight,BMW,Tesla,Honda,Bike - cheapest,,,,,,,,Toothbrush - Sonicare,Pen - ballpoint,,,,,,Laptop - lenovo,,,,,,Fan - box,,,,notebook - composition,,,,Sports/ running/ workout,Listening to/ playing music,,Movies/ Netflix/ TV,,,,Car enthusiast,,,,,,A3FPXLLF0B8CIC,7/20/17 22:33,7/20/17 22:45,0d381c9e0d
59a352edade162278a27e3e159fc4721,Male,35 - 45,"$75,000 - $100,000",,,Beats ear buds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunglasses - Oakley,,,,,Camera - canon,,,,,,,,,,,,,,,,Coding,,,,,,,,A3774HPOUKYTX7,7/20/17 22:55,7/20/17 22:56,2601:646:8
